100 Block Address,Offense ID,Longitude,Latitude
3RD AVE S / S MASSACHUSETTS ST,5,-122.329992392,47.58820796
HARVARD AVE E / E HARRISON ST,20,-122.322025663,47.62199396
71XX BLOCK OF SEAVIEW AVE NW,1,-122.404841803,47.67989964
36XX BLOCK OF E COLUMBIA ST,5,-122.2867321388,47.60922764
18XX BLOCK OF NE 70TH ST,3,-122.3082533,47.67943761
37XX BLOCK OF E JEFFERSON ST,15,-122.285091592066667,47.605988755333333
140XX BLOCK OF LENORA PL N,61,-122.343394365131148,47.73140109
39XX BLOCK OF S BURNS ST,13,-122.283398161076923,47.516527685384615
33RD AVE NE / NE 130TH ST,16,-122.291987708,47.72273215
4XX BLOCK OF N 87TH ST,52,-122.353285450019231,47.692412330192308
65XX BLOCK OF 31ST AVE NE,24,-122.294062955,47.67668862
93XX BLOCK OF 31ST AVE NW,3,-122.396901761,47.69676627
13XX BLOCK OF N LUCAS PL,44,-122.34163138225,47.65601163
E CALHOUN ST / 22ND AVE E,4,-122.303794437,47.6409951
67XX BLOCK OF 52ND AVE S,3,-122.267158886,47.54203317
S BRANDON ST / SEWARD PARK AVE S,1,-122.263853633,47.5533496
85XX BLOCK OF CORLISS AVE N,5,-122.331065429,47.69096581
14XX BLOCK OF MAGNOLIA BLVD W,34,-122.396324247735294,47.633127035588235
SW MYRTLE ST / W MARGINAL WAY SW,3,-122.341513814,47.53992356
18XX BLOCK OF SW CAMBRIDGE ST,8,-122.3585090265,47.519195655
DENNY WAY / TAYLOR AVE,13,-122.346316318,47.61856586
NE 43RD ST / 8TH AVE NE,1,-122.319781732,47.65946037
11TH AVE SW / SW HOLDEN ST,10,-122.349274485,47.53405331
18XX BLOCK OF 19TH AVE,50,-122.30739134104,47.61805515
67XX BLOCK OF 19TH AVE NW,26,-122.381055811384615,47.678778498846154
42XX BLOCK OF NE 89TH ST,6,-122.2815431,47.69300127
17XX BLOCK OF 18TH AVE,62,-122.308839627370968,47.61690436
WOODLAND PARK AVE N / N 39TH ST,1,-122.344660789,47.6541257
26XX BLOCK OF 1ST AVE,153,-122.350148922228758,47.61552535
40XX BLOCK OF S GRAHAM ST,1,-122.282094824,47.54600376
24XX BLOCK OF E PINE ST,11,-122.300738936545454,47.61530841
30XX BLOCK OF SW BRADFORD ST,191,-122.371818280062827,47.56923486
93XX BLOCK OF 32ND AVE SW,29,-122.374417291034483,47.51928752
W MARGINAL WAY SW / SW DAKOTA ST,1,-122.353911178,47.56734821
S MYRTLE ST / 46TH AVE S,1,-122.275350985,47.53889834
BOYLSTON AVE E / E OLIVE WAY,2,-122.3232716795,47.61983878
96XX BLOCK OF 35TH AVE NE,4,-122.2905949775,47.6988196
40XX BLOCK OF 9TH AVE S,2,-122.321283569,47.56670322
29XX BLOCK OF SW CAMBRIDGE ST,11,-122.370680261,47.51923148
E BOSTON ST / EASTLAKE AVE E,21,-122.325895355,47.63824706
11XX BLOCK OF W EWING ST,29,-122.372494923,47.65622747
NE 65TH ST / 26TH AVE NE,3,-122.299595757,47.67577535
1XX BLOCK OF N 145TH ST,25,-122.3573697032,47.73413379
DEXTER AVE N / CROCKETT ST,17,-122.34335745,47.63762011
76XX BLOCK OF 41ST AVE SW,3,-122.384654188,47.53399821
30XX BLOCK OF NE 55TH ST,6,-122.294607688833333,47.668517696666667
28TH AVE NW / NW 80TH ST,1,-122.393031356,47.68677132
14TH AVE S / S HOLGATE ST,9,-122.314668434,47.58636713
NE 77TH ST / 16TH AVE NE,2,-122.311039505,47.68486496
16XX BLOCK OF 32ND AVE,6,-122.291332354,47.61584508
41XX BLOCK OF 42ND AVE NE,43,-122.28274756,47.65984569
1XX BLOCK OF W ARMOUR ST,5,-122.3575438264,47.64496324
FREMONT AVE N / N 79TH ST,2,-122.349900624,47.68621698
22XX BLOCK 3RD AVE W,1,-122.360938489,47.63899049
NW 87TH ST / 12TH AVE NW,1,-122.371401126,47.69205782
19XX BLOCK OF 46TH AVE SW,33,-122.390436360969697,47.58613526
3RD AVE / PINE ST,15,-122.338701504,47.61074295
105XX BLOCK OF 1ST AVE NW,22,-122.358118604,47.70600922
49XX BLOCK OF 38TH AVE NE,1,-122.286968687,47.66418838
70XX BLOCK OF BROOKLYN AVE NE,23,-122.314425678782609,47.67989201
121XX BLOCK OF 7TH AVE NW,1,-122.364970693,47.71692885
STEWART ST / 8TH AVE,66,-122.335295373,47.614952519848485
49XX BLOCK OF PURDUE AVE NE,31,-122.273461888903226,47.67095275
47XX BLOCK OF 24TH AVE NE,43,-122.301733221813954,47.66358228
28XX BLOCK OF NE 130TH ST,25,-122.29704922276,47.72290521
6XX BLOCK OF N 46TH ST,27,-122.350758999222222,47.66213613
27XX BLOCK OF WALNUT AVE SW,12,-122.383255532666667,47.578822366666667
13XX BLOCK OF NW 85TH ST,23,-122.373433021434783,47.69062366
3XX BLOCK OF NE 59TH ST,46,-122.324172491978261,47.67154034
35TH AVE NE / NE 97TH ST,1,-122.290617102,47.69929174
9XX BLOCK OF N 70TH ST,11,-122.346325465454546,47.679592210909091
34XX BLOCK OF 17TH AVE S,20,-122.3113893218,47.57250922
NE 41ST ST / 41ST AVE NE,1,-122.28395333,47.65841864
CHERRY ST / MINOR AVE,1,-122.322072641,47.60766105
49XX BLOCK OF NE 93RD ST,7,-122.27415789,47.6958838
11XX BLOCK OF NE 56TH ST,5,-122.3157387356,47.66943307
59XX BLOCK OF 28TH AVE NW,5,-122.3928729596,47.671906576
56XX BLOCK OF 42ND AVE W,9,-122.410246873666667,47.669545066666667
38XX BLOCK OF S CONOVER WAY,2,-122.284370614,47.56177807
1ST AVE NE / NE 130TH ST,3,-122.328918345,47.72316552
NE 96TH ST / 17TH AVE NE,1,-122.309480368,47.6985049
47XX BLOCK OF 48TH AVE NE,23,-122.275837360782609,47.66400519
14XX BLOCK OF 6TH AVE N,30,-122.344954911,47.63185375
62XX BLOCK OF 13TH AVE S,66,-122.31610972,47.547384743636364
HARBOR AVE SW / SW AVALON WAY,2,-122.370633016,47.57155816
E COLUMBIA ST / 11TH AVE,2,-122.318060254,47.60923176
16XX BLOCK OF E YESLER WAY,100,-122.31091698197,47.6016816699
41XX BLOCK LINDEN AVE N,1,-122.348541647,47.6572022
24XX BLOCK OF N 40TH ST,8,-122.329647295625,47.65556243
11XX BLOCK OF MERCER ST,40,-122.334856154425,47.62455645975
18XX BLOCK MINOR AVE,1,-122.331208693,47.617225
75XX BLOCK OF WINONA AVE N,9,-122.342269085111111,47.68373848
23XX BLOCK OF E VALLEY ST,6,-122.301768787333333,47.62593999
SUMMIT AVE / UNIVERSITY ST,38,-122.324876089,47.61240799
31ST AVE S / S DAY ST,1,-122.292403939,47.59033129
24TH AVE S / S PLUM ST,8,-122.301626283,47.5854902
37XX BLOCK OF 37TH AVE S,14,-122.286097472142857,47.570223578571429
6XX BLOCK OF MELROSE AVE E,34,-122.327883678235294,47.624700662058824
46XX BLOCK OF WOODLAND PARK AVE N,8,-122.344560103125,47.66250178
34XX BLOCK OF FAUNTLEROY AVE SW,3,-122.373234822,47.57238337
17XX BLOCK DEXTER AVE N,1,-122.342285177,47.63498835
49XX BLOCK OF LEWIS PL SW,8,-122.387823695,47.55809634
24XX BLOCK OF SW GENESEE ST,7,-122.363840485285714,47.56472783
9XX BLOCK OF E HIGHLAND DR,6,-122.320736497,47.6304902
7XX BLOCK OF BELL ST,9,-122.340924228,47.61769509
70XX BLOCK OF 14TH AVE NW,33,-122.373605888242424,47.68048446
20XX BLOCK OF 2ND AVE W,1,-122.359628206,47.63656268
E THOMAS ST / 18TH AVE E,12,-122.308739604,47.62049144
120XX BLOCK OF ROOSEVELT WAY NE,129,-122.318037087953488,47.71633299
14XX BLOCK OF WARREN AVE N,13,-122.35464772,47.631657
23XX BLOCK OF N 61ST ST,30,-122.329548458166667,47.67287874
20XX BLOCK OF 19TH AVE E,8,-122.30847887,47.63731274
16XX BLOCK OF S DEARBORN ST,17,-122.310873803823529,47.59587378
AURORA AVE N / WEST GREEN LAKE DR N,20,-122.344577968,47.68114337
3XX BLOCK OF 32ND AVE,13,-122.291590600307692,47.604682995384615
8XX BLOCK OF NW 92ND ST,16,-122.3674540414375,47.69606316875
9XX BLOCK OF YAKIMA PL S,19,-122.293904669578947,47.593851628947368
S HUDSON ST / UTAH AVE S,6,-122.335506396,47.55741201
100XX BLOCK OF LAKE SHORE BLVD NE,18,-122.274028688055556,47.701887850555556
S HOLGATE ST / 21ST AVE S,9,-122.305534348,47.58633438
10XX BLOCK OF NE 82ND ST,16,-122.31692429,47.68854593
28XX BLOCK OF 28TH AVE W,9,-122.392928996555556,47.6451874
133XX BLOCK OF 10TH AVE NE,19,-122.318037929,47.72579328
EVANSTON AVE N / N 127TH ST,2,-122.351621907,47.72140813
S SNOQUALMIE ST / CORSON AVE S,1,-122.316854908,47.56169454
6XX BLOCK OF 4TH AVE S,4,-122.328993097,47.59704434
42XX BLOCK OF SW DONALD ST,2,-122.385748334,47.59213327
52XX BLOCK OF 45TH AVE S,9,-122.27652182,47.55382669
63XX BLOCK OF NE 57TH ST,1,-122.260251283,47.66996018
44TH AVE SW / SW EDMUNDS ST,1,-122.388182794,47.55934051
THOMAS ST / DEXTER AVE N,30,-122.342381728,47.62088839
40XX BLOCK OF 46TH AVE S,12,-122.275771252,47.56704455
81XX BLOCK OF LINDEN AVE N,7,-122.347215462714286,47.68802658
83XX BLOCK OF FAUNTLEROY WAY SW,18,-122.392726440222222,47.52916317
1XX BLOCK OF NW 135TH PL,7,-122.359596134,47.72733648
27XX BLOCK OF E DENNY WAY,5,-122.296689868,47.61890224
64XX BLOCK OF 15TH AVE NW,42,-122.376210669190476,47.67563584
DELRIDGE WAY SW / SW ROXBURY ST,1,-122.355164899,47.51736038
31XX BLOCK OF S HUDSON ST,21,-122.292066421666667,47.557126628095238
22XX BLOCK OF QUEEN ANNE AVE N,77,-122.35691929412987,47.638989170649351
BELLA VISTA AVE S / S SPOKANE ST,1,-122.283674285,47.57158921
30TH AVE NE / NE 143RD ST,1,-122.296542647,47.73197667
63XX BLOCK OF 8TH AVE NE,10,-122.3200555508,47.67458118
54XX BLOCK OF 17TH AVE SW,23,-122.355954862,47.55192228
19XX BLOCK OF SW CHARLESTOWN ST,4,-122.3586572865,47.5701216775
19XX BLOCK OF N 90TH ST,5,-122.334458582,47.69412836
47XX BLOCK OF PHINNEY AVE N,42,-122.353971620642857,47.663236648333333
12XX BLOCK OF BROADMOOR DR E,9,-122.286670769111111,47.6302489
S BAILEY ST / CARLETON AVE S,10,-122.320152358,47.54735691
S WEBSTER ST / 43RD AVE S,16,-122.279354565,47.53521435
8TH AVE S / S KENYON ST,1,-122.322823712,47.53195266
34XX BLOCK OF 35TH AVE S,22,-122.288873275,47.57111653
12XX BLOCK OF 17TH AVE E,48,-122.309902506833333,47.631474290208333
72XX BLOCK OF DELRIDGE WAY SW,2,-122.3611858685,47.53726586
RAVENNA AVE NE / NE 105TH ST,4,-122.297529916,47.70478715
NE 95TH ST / 30TH AVE NE,1,-122.296018439,47.69749881
11XX BLOCK OF W BLAINE ST,8,-122.37223486325,47.63474064
10XX BLOCK OF SW 126TH ST,1,-122.347239273,47.49028628
33XX BLOCK OF BURKE AVE N,45,-122.335161913333333,47.64745579
26TH AVE E / E THOMAS ST,1,-122.299309809,47.62136118
62XX BLOCK OF S BANGOR ST,9,-122.256158412444444,47.50619016
HARVARD AVE E / E MERCER ST,14,-122.321989579,47.62427074
83XX BLOCK OF 8TH AVE NW,42,-122.365995785119048,47.689469730238095
NE 63RD ST / ROOSEVELT WAY NE,2,-122.317363335,47.67415683
17TH AVE NE / NE 70TH ST,9,-122.309860742,47.6794214
97XX BLOCK OF 11TH AVE NW,7,-122.370075279,47.70113033
27XX BLOCK OF HARVARD AVE E,17,-122.322107276764706,47.645054810588235
5XX BLOCK OF BELMONT AVE E,128,-122.324034001234375,47.62371704
S WASHINGTON ST / 1ST AVE S,1,-122.33418152,47.60088319
S KENYON ST / 52ND AVE S,1,-122.268168587,47.53158553
100XX BLOCK OF 51ST AVE S,51,-122.270063372509804,47.510207708823529
89XX BLOCK OF FAUNTLEROY WAY SW,14,-122.392850546857143,47.523988752142857
17XX BLOCK OF BONAIR DR SW,1,-122.394520982,47.58669086
7XX BLOCK OF N 82ND ST,51,-122.348561885313726,47.68838832
3XX BLOCK OF W COMSTOCK ST,8,-122.361163012375,47.63045873
44XX BLOCK OF 54TH AVE NE,9,-122.269940877,47.66067617
GILMAN AVE W / WILLIAMS AVE W,2,-122.392208813,47.66031608
4XX BLOCK OF 23RD AVE S,139,-122.302231478158273,47.598579349208633
75XX BLOCK OF 58TH AVE NE,11,-122.266139433272727,47.683837775454546
90XX BLOCK OF GREENWOOD AVE N,283,-122.355348868558304,47.695122286925795
32XX BLOCK OF NW 66TH ST,2,-122.400577119,47.67652693
SW OLGA ST / 38TH AVE SW,1,-122.380225306,47.58028595
64XX BLOCK OF DAYTON AVE N,5,-122.352387258,47.675705022
8XX BLOCK OF BOYLSTON AVE,3,-122.320957849,47.60979682
5XX BLOCK OF ELLIOTT AVE W,90,-122.365123505811111,47.624145797
NE 137TH ST / 27TH AVE NE,1,-122.299172923,47.72835363
64XX BLOCK OF 8TH AVE NE,48,-122.3200540895,47.67531715125
24XX BLOCK OF ALKI AVE SW,69,-122.403940829782609,47.581828985507246
4XX BLOCK OF N 105TH ST,11,-122.353437598,47.70507756
32ND AVE SW / SW WEBSTER ST,1,-122.373893992,47.53555774
31XX BLOCK OF 13TH AVE S,4,-122.316014362,47.57554989
36XX BLOCK OF 11TH AVE W,2,-122.37153346,47.65240875
12XX BLOCK OF NW 73RD ST,4,-122.372025829,47.68143415
15XX BLOCK OF NE 115TH ST,8,-122.311763206,47.71216036
9XX BLOCK OF W EMERSON ST,46,-122.3695912005,47.652448570434783
103XX BLOCK OF 38TH AVE NE,11,-122.28810502,47.70384868
46XX BLOCK OF S BENNETT ST,5,-122.2748916098,47.554456688
98XX BLOCK OF 40TH AVE NE,3,-122.285362714,47.7006125
36TH AVE S / S DAY ST,2,-122.286774252,47.58969115
9XX BLOCK OF NE 42ND ST,17,-122.318299191,47.65751505
AIRPORT WAY S / S ALBRO PL,11,-122.314010578,47.54743592
WALLINGFORD AVE N / N 100TH ST,2,-122.336570012,47.70140954
S LANE ST / 20TH AVE S,1,-122.306364585,47.59664122
S MYRTLE PL / S OTHELLO ST,2,-122.286059644,47.53706516
18XX BLOCK OF 18TH AVE,62,-122.308832161870968,47.618058341129032
14XX BLOCK OF NW 64TH ST,67,-122.374891161089552,47.6752766
62ND AVE S / S PRENTICE ST,2,-122.255905415,47.50820035
4XX BLOCK OF SUMMIT AVE E,108,-122.325308919027778,47.622561851388889
20XX BLOCK OF E MARION ST,8,-122.3056616805,47.61002919
25XX BLOCK OF N 43RD ST,2,-122.328628965,47.65910638
124XX BLOCK OF 32ND AVE NE,3,-122.29394461,47.71831815
21XX BLOCK OF NE 62ND ST,1,-122.304939253,47.67337823
3XX BLOCK OF S RIVER ST,27,-122.330251902666667,47.54376302
N 143RD ST / PALATINE AVE N,2,-122.357731383,47.73231985
DAYTON AVE N / N 107TH ST,1,-122.352788924,47.70689056
59XX BLOCK OF KIRKWOOD PL N,4,-122.333769859,47.67189618
15XX BLOCK OF BROADWAY E,17,-122.321161428,47.63407463
2XX BLOCK OF E HAMLIN ST,14,-122.325201467928571,47.645623082142857
50TH AVE S / S SNOQUALMIE ST,1,-122.270711839,47.56176292
74XX BLOCK OF 15TH AVE NW,1,-122.37677696,47.68230978
33XX BLOCK OF SW CITY VIEW ST,4,-122.3749166385,47.57371045
61XX BLOCK OF 5TH AVE S,10,-122.328387573,47.54685284
BALLARD BR / SB,7,-122.376221334,47.66051549
SUNSET AVE SW / 46TH AVE SW,1,-122.390289663,47.59027829
1XX BLOCK OF HIGHLAND DR,62,-122.354639854774194,47.629709107419355
30TH AVE S / S FRONTENAC ST,1,-122.293359546,47.53999124
42XX BLOCK OF S MEAD ST,65,-122.279031632476923,47.550433508769231
E MADISON ST / E LEE ST,1,-122.285119451,47.63098024
SW HENDERSON ST / 8TH AVE SW,5,-122.345453051,47.5228005
35TH AVE SW / SW ALASKA ST,16,-122.376215878,47.561065649375
19XX BLOCK OF 12TH AVE S,15,-122.3172816024,47.58596047
NW 46TH ST / 3RD AVE NW,4,-122.360789491,47.66218609
39XX BLOCK OF NE 117TH ST,2,-122.285909049,47.71370331
34XX BLOCK OF 32ND AVE W,20,-122.39824669495,47.65089601
MAGNOLIA BLVD W / MONTAVISTA PL W,3,-122.407796084,47.63767255
14XX BLOCK OF BELMONT AVE,56,-122.324450992785714,47.613540719642857
SW THISTLE ST / DELRIDGE WAY SW,24,-122.360460043,47.52828361
53XX BLOCK OF 50TH AVE S,7,-122.270905935285714,47.55373442
2XX BLOCK OF NW 70TH ST,7,-122.359961682142857,47.679560732857143
50XX BLOCK OF SW ALASKA ST,1,-122.396573014,47.56118615
15TH AVE SW / SW HENDERSON ST,1,-122.353968043,47.52285981
14TH AVE W / W GALER ST,2,-122.37460093,47.63231072
UNION ST / WESTERN AVE,3,-122.340216139,47.60736381
81XX BLOCK OF 34TH AVE SW,31,-122.375279313,47.52919167
64XX BLOCK OF CALIFORNIA AVE SW,248,-122.387207338548387,47.545574384959677
WILSON AVE S / S BRANDON ST,1,-122.26823312,47.55333638
13XX BLOCK OF MARION ST,2,-122.322267491,47.60955273
NE 40TH ST / LATONA AVE NE,5,-122.325693476,47.65553579
HALLADAY ST / 5TH AVE N,2,-122.347849838,47.64226057
6TH AVE S / AIRPORT WAY S,53,-122.325974783433962,47.594926574339623
S DEARBORN ST / RAILROAD CR WY S,1,-122.334275527,47.596466
40XX BLOCK OF 53RD AVE SW,20,-122.400721104,47.56764101
60XX BLOCK OF OAKHURST RD S,9,-122.262142462,47.54865211
80XX BLOCK OF RIDGE DR NE,9,-122.275338222,47.68711223
46TH AVE S / S MYRTLE ST,3,-122.275350985,47.53889834
106XX BLOCK OF 1ST AVE NE,2,-122.328570762,47.70590438
19XX BLOCK OF SW HOLLY ST,4,-122.359207763,47.54289702
35XX BLOCK 27TH PL W,2,-122.39040072,47.65245059
49XX BLOCK OF S HUDSON ST,5,-122.2716197956,47.557070474
4XX BLOCK OF NW PUGET DR,2,-122.361952253,47.70926278
AURORA AV / 7 AV,1,-122.34337245,47.61855321
RAINIER AVE S / LETITIA AVE S,5,-122.29069887,47.56977062
4TH AVE W / W HARRISON ST,7,-122.361951913,47.62212956
W BOSTON ST / 2ND AVE W,1,-122.35960496,47.63838341
27XX BLOCK OF S MASSACHUSETTS ST,10,-122.2975245095,47.58830802
80XX BLOCK OF 8TH AVE S,8,-122.3228416405,47.53088342
SW SPOKANE ST / TERMINAL 5 ACCESS RP,1,-122.357299504,47.57147776
3XX BLOCK OF N 120TH ST,3,-122.354865179333333,47.71597133
24XX BLOCK OF SW JUNEAU ST,16,-122.3636789679375,47.55011227
1XX BLOCK OF S ATLANTIC ST,126,-122.335861272087302,47.590330842142857
6TH AVE / MADISON ST,36,-122.330688995,47.60701684
65XX BLOCK OF 36TH AVE SW,25,-122.37781210316,47.54379576
77XX BLOCK OF LATONA AVE NE,3,-122.32562212,47.68530157
6XX BLOCK OF TAYLOR AVE N,8,-122.34626281425,47.6249821325
7XX BLOCK OF 33RD AVE,20,-122.290464811,47.60860892
14TH AVE S / S WASHINGTON ST,19,-122.314131091210526,47.60084904
25XX BLOCK OF 20TH AVE E,5,-122.3055127382,47.64233166
37XX BLOCK OF WALLINGFORD AVE N,30,-122.336300922966667,47.652562760666667
58XX BLOCK OF 22ND AVE NW,54,-122.384742085462963,47.671275990925926
91XX BLOCK OF M L KING JR WAY S,10,-122.2798212516,47.521290534
22ND AVE NE / NE 50TH ST,3,-122.304429439,47.66490186
SW STEVENS ST / FAIRMOUNT AVE SW,1,-122.382078767,47.57692729
3RD AVE N / GALER ST,1,-122.351317573,47.63230964
I5 SB / MADISON ST,2,0,0
12XX BLOCK OF S JACKSON ST,617,-122.315680055090762,47.599199539983792
LAKE CITY WAY NE / NE 85TH ST,2,-122.308169637,47.69031277
S JUNEAU ST / 51ST AVE S,2,-122.269905368,47.54971451
38XX BLOCK OF NE 110TH ST,7,-122.287410409,47.70833449
6TH AVE / BLANCHARD ST,45,-122.340915051,47.61592967
107XX BLOCK OF INTERLAKE AVE N,39,-122.340693777307692,47.70778627
89XX BLOCK OF 5TH AVE NE,12,-122.323037111,47.69358935
21XX BLOCK OF BOYER AVE E,35,-122.308708554771429,47.638594445142857
N 155TH ST / AURORA AVE N,1,-122.345289624,47.74141238
6TH AVE S / S BENNETT ST,3,-122.326892283,47.55488315
NW 60TH ST / 2ND AVE NW,2,-122.359494518,47.67234643
21XX BLOCK OF N 65TH ST,6,-122.332018812333333,47.675976563333333
E STEVENS WAY NE / NE BENTON LN,1,-122.305152986,47.65357982
19XX BLOCK OF N 40TH ST,4,-122.334442256,47.65562818
E BLAINE ST / 39TH AVE E,1,-122.282659215,47.63458351
22XX BLOCK OF NW 87TH ST,1,-122.38474347,47.69184682
35TH AVE SW / SW DAKOTA ST,3,-122.376186653,47.56648698
5XX BLOCK OF N 102ND ST,34,-122.351805915,47.70289878
N 140TH ST / AURORA AVE N,8,-122.345057024,47.73049192
140XX BLOCK OF 12TH AVE NE,78,-122.315416656102564,47.73169352
100XX BLOCK OF 46TH AVE S,12,-122.275176577,47.510733649166667
3RD AVE / VIRGINIA ST,10,-122.3408924083,47.612398019
NW 48TH ST / 2ND AVE NW,1,-122.358839787,47.66359027
SUMMIT AVE E / E THOMAS ST,29,-122.325299997,47.62083366
19XX BLOCK OF VICTORIA AVE SW,12,-122.380309409666667,47.586165828333333
20XX BLOCK OF E HIGHLAND DR,2,-122.305365325,47.63060719
12XX BLOCK OF NE 42ND ST,25,-122.31494156816,47.65833555
9XX BLOCK OF ALASKAN WAY S,7,-122.335990208,47.594676921428571
3XX BLOCK OF HARVARD AVE E,122,-122.322033415254098,47.621520324262295
E THOMAS ST / 19TH AVE E,28,-122.307350492,47.62048728
40TH AVE SW / SW DAKOTA ST,1,-122.382809878,47.56649023
21ST AVE NW / NW 83RD ST,2,-122.383264047,47.68871032
25XX BLOCK OF DELMAR DR E,1,-122.318477254,47.64288278
6XX BLOCK OF FULLERTON AVE,13,-122.283876495461538,47.607221994615385
27XX BLOCK OF NW 88TH ST,2,-122.3913033495,47.69273554
38XX BLOCK OF 53RD AVE SW,14,-122.40012326,47.56945061
8TH AVE S / S HOLGATE BR,3,-122.323500579,47.58610117
67XX BLOCK OF 33RD AVE NW,7,-122.399785254,47.67760491
21XX BLOCK OF MONTVALE PL W,12,-122.401022704,47.63791321
E DENNY WAY / BELLEVUE AVE,21,-122.326725987,47.61849264
45XX BLOCK OF CASCADIA AVE S,22,-122.282768329227273,47.56234483
14XX BLOCK OF E SPRING ST,27,-122.313467407555556,47.61154995
36XX BLOCK OF 37TH AVE W,8,-122.404668309375,47.65279835875
S CLOVERDALE ST / SR509 NB,1,-122.333462654,47.52677203
40XX BLOCK OF SW JUNEAU ST,1,-122.38368071,47.55025616
16TH AVE NE / NE 82ND ST,4,-122.3111170135,47.6885043625
97XX BLOCK OF 8TH AVE NW,55,-122.366051393909091,47.700762630909091
N 64TH ST / WOODLAND PL N,8,-122.34767761,47.6753167
NW 42ND ST / 6TH AVE NW,1,-122.363982605,47.65776263
M L KING JR WAY S / S CHICAGO ST,7,-122.280810905714286,47.53260945
3RD AVE N / ETRURIA ST,2,-122.351419589,47.6477291
68XX BLOCK OF 34TH AVE NE,33,-122.29170479869697,47.67850704
14XX BLOCK OF 29TH AVE,20,-122.2948845307,47.613575231
14TH AVE NE / NE 66TH ST,1,-122.313135884,47.67651719
UNION ST / TERRY AVE,18,-122.329115981,47.61200665
29XX BLOCK OF W NEWTON ST,7,-122.394979099,47.636691422857143
N 82ND ST / CORLISS AVE N,1,-122.331040291,47.68864967
57TH AVE S / S MORGAN PL,1,-122.261804274,47.54362008
2ND AVE S / S JACKSON ST,58,-122.331577685,47.59920079
E WARD ST / 36TH AVE E,1,-122.286837661,47.62736901
8XX BLOCK OF OCCIDENTAL AVE S,771,-122.333268219029831,47.596722262062257
67XX BLOCK OF 30TH AVE NW,1,-122.395685293,47.67766784
30XX BLOCK OF NE 117TH ST,18,-122.295563493,47.71352494
28XX BLOCK OF S NEVADA ST,32,-122.2976773406875,47.56401118625
6XX BLOCK OF 20TH AVE,34,-122.306321896764706,47.607594248235294
14XX BLOCK OF E GALER ST,37,-122.315233607,47.63191435
1XX BLOCK OF THOMAS ST,29,-122.35464534837931,47.62093303
DEXTER WAY N / CROCKETT ST,7,-122.34335745,47.63762011
143XX BLOCK OF EVANSTON AVE N,35,-122.351762798171429,47.733222000571429
6TH AVE NW / NW 58TH ST,3,-122.364012257,47.67088673
29XX BLOCK OF SW TRENTON ST,11,-122.370584219090909,47.52466813
NE 66TH ST / 8TH AVE NE,16,-122.320081612,47.67664218
50TH AVE S / S BARTON PL,2,-122.2713477,47.52101425
48XX BLOCK OF S WARSAW ST,4,-122.272357497,47.54338027
NE NORTHGATE WAY / 12TH AVE NE,1,-122.314724256,47.70854118
75XX BLOCK OF 40TH AVE S,86,-122.28187290155814,47.534789679302326
8XX BLOCK OF NE 91ST ST,36,-122.318958761888889,47.69493092
64XX BLOCK OF 33RD AVE S,21,-122.290312623571429,47.54482051
28XX BLOCK OF E HOWELL ST,4,-122.295489774,47.61761892
14XX BLOCK OF NE 106TH ST,2,-122.313516283,47.70627365
40XX BLOCK OF SW FINDLAY ST,1,-122.383627729,47.55206538
80XX BLOCK OF PERIMETER RD S,1,-122.295980527,47.52908688
2XX BLOCK OF NW 120TH ST,1,-122.36023861,47.71599569
31ST AVE / E MARION ST,2,-122.292639548,47.61043362
NW 67TH ST / 16TH AVE NW,3,-122.377836262,47.67771612
107XX BLOCK OF 23RD AVE NE,13,-122.304351984692308,47.707130830769231
11XX BLOCK OF N 100TH ST,25,-122.343304226,47.70142662
10XX BLOCK OF N 49TH ST,29,-122.345298846,47.6642927
7XX BLOCK OF S SPOKANE ST,2,-122.323438018,47.57140099
AURORA AVE N / N 49TH ST,6,-122.34731886,47.66429645
35XX BLOCK OF FREMONT AVE N,134,-122.34988467011194,47.65088991
WINSLOW PL N / N 43RD ST,1,-122.346689002,47.65957884
25XX BLOCK OF 35TH AVE W,25,-122.402348611,47.64217546
39TH AVE E / E PROSPECT ST,1,-122.282734225,47.62855189
N 43RD ST / DAYTON AVE N,10,-122.352071871,47.65895789
54XX BLOCK OF 26TH AVE NE,29,-122.299558743827586,47.66825972
4TH AVE NE / E GREEN LAKE WAY N,1,-122.326836629,47.67855637
WEST SEATTLE BR WB / 1 AV S OFF RP,1,-122.333140743,47.57157527
2XX BLOCK OF NE 50TH ST,22,-122.326119719909091,47.66499068
MAYNARD AVE S / S BRADFORD ST,2,-122.325416311,47.56893033
BELLEVUE CT E / BELLEVUE AVE E,3,-122.326542109,47.62696749
70XX BLOCK OF 30TH AVE NE,2,-122.295837753,47.68123103
37XX BLOCK OF SW THISTLE ST,30,-122.3806732964,47.52838035
NW 64TH ST / 28TH AVE NW,5,-122.392988958,47.67520577
NW 49TH ST / 9TH AVE NW,11,-122.36861026,47.66438409
70XX BLOCK OF BRIGHTON LN S,5,-122.265694398,47.53933879
S CARSTENS PL / CORSON AVE S,7,-122.320258881,47.55102408
CEDAR ST / 2ND AVE,3,-122.349756756,47.61646659
19XX BLOCK OF S COLLEGE ST,11,-122.307519974,47.58296166
82XX BLOCK OF 14TH AVE NE,8,-122.31346311375,47.68943285
70XX BLOCK OF 20TH AVE NE,32,-122.3066246385,47.68033948
