GISJOIN,BlockGroup,STATEA,COUNTYA,TRACTA,BLKGRPA,ADNEE001,ADNEE002,ADNEE003,ADNEE004,ADNEE005,ADNEE006,ADNEE007,ADNEE008,ADPYE001,ADRKE001,ADRWE001
G53005300717053,530530717053,53,53,71705,3,1068,84,14,100,72,0,30,768,389,1438,190200
G53005300717061,530530717061,53,53,71706,1,1872,167,120,282,242,93,45,923,810,865,163300
G53005300717071,530530717071,53,53,71707,1,907,152,29,54,21,23,83,545,437,1173,159100
G53005300717072,530530717072,53,53,71707,2,696,35,29,59,0,49,17,507,324,958,128700
G53005300717073,530530717073,53,53,71707,3,1235,250,49,74,9,71,53,729,403,1163,150800
G53005300718031,530530718031,53,53,71803,1,1728,106,273,15,76,82,31,1145,962,1194,171200
G53005300718032,530530718032,53,53,71803,2,2219,89,216,290,226,0,204,1194,1272,678,254100
G53005300718033,530530718033,53,53,71803,3,780,75,55,278,0,169,0,203,329,906,172900
G53005300718034,530530718034,53,53,71803,4,792,25,337,18,52,127,0,233,352,913,190900
G53005300718051,530530718051,53,53,71805,1,862,36,176,30,58,173,9,380,488,770,
G53005300718052,530530718052,53,53,71805,2,1706,145,214,162,29,130,0,1026,474,1224,166300
G53005300718053,530530718053,53,53,71805,3,1788,110,592,75,27,198,146,640,593,762,
G53005300718061,530530718061,53,53,71806,1,2719,742,783,196,113,140,238,507,1226,689,137500
G53005300718062,530530718062,53,53,71806,2,1434,312,88,127,289,35,50,533,808,705,
G53005300718071,530530718071,53,53,71807,1,1839,192,137,46,9,312,0,1143,891,963,181700
G53005300718072,530530718072,53,53,71807,2,1720,132,92,36,93,316,170,881,759,684,
G53005300718081,530530718081,53,53,71808,1,1736,249,588,15,168,110,119,487,552,907,9999
G53005300718082,530530718082,53,53,71808,2,1812,152,273,204,110,58,49,966,904,740,154900
G53005300718083,530530718083,53,53,71808,3,632,24,70,176,165,20,15,162,245,762,
G53005300719011,530530719011,53,53,71901,1,1775,150,520,16,133,40,0,916,775,862,181300
G53005300719012,530530719012,53,53,71901,2,684,0,23,72,9,32,0,548,411,785,145000
G53005300719013,530530719013,53,53,71901,3,856,53,36,20,0,72,0,675,566,747,281200
G53005300719014,530530719014,53,53,71901,4,1574,41,38,2,41,23,0,1429,549,1199,267700
G53005300719021,530530719021,53,53,71902,1,1584,15,201,16,112,0,106,1134,782,1033,228300
G53005300719022,530530719022,53,53,71902,2,785,48,87,60,0,0,0,590,332,797,250900
G53005300719023,530530719023,53,53,71902,3,1166,0,120,0,13,103,0,930,639,1272,260800
G53005300719024,530530719024,53,53,71902,4,550,7,55,0,0,0,23,465,242,,623800
G53005300719025,530530719025,53,53,71902,5,856,0,0,0,0,21,31,804,438,,603500
G53005300720001,530530720001,53,53,72000,1,1497,62,674,76,299,204,42,140,644,754,
G53005300720002,530530720002,53,53,72000,2,1156,206,214,108,106,36,36,450,711,763,
G53005300720003,530530720003,53,53,72000,3,838,15,81,5,69,172,1,495,544,599,128200
G53005300720004,530530720004,53,53,72000,4,778,408,45,13,0,26,56,230,355,548,300000
G53005300721051,530530721051,53,53,72105,1,1217,0,0,9,47,42,0,1119,457,1066,276300
G53005300721052,530530721052,53,53,72105,2,1685,30,0,111,7,72,40,1425,815,1216,277200
G53005300721053,530530721053,53,53,72105,3,295,164,88,30,0,7,6,0,0,,
G53005300721054,530530721054,53,53,72105,4,1665,95,86,38,0,53,9,1384,753,1183,229800
G53005300721061,530530721061,53,53,72106,1,890,85,23,60,57,19,0,646,412,1140,290200
G53005300721062,530530721062,53,53,72106,2,1469,97,25,18,29,144,0,1156,718,1466,193300
G53005300721063,530530721063,53,53,72106,3,2250,130,464,172,196,129,167,992,1095,758,241100
G53005300721064,530530721064,53,53,72106,4,1479,143,22,136,23,224,26,905,842,1043,139900
G53005300721071,530530721071,53,53,72107,1,1146,1,103,35,0,22,0,985,507,972,192300
G53005300721072,530530721072,53,53,72107,2,1385,40,47,0,0,26,0,1272,582,1388,234800
G53005300721073,530530721073,53,53,72107,3,932,46,41,29,140,20,45,611,394,1851,227600
G53005300721074,530530721074,53,53,72107,4,717,0,0,59,0,26,28,604,361,1156,227900
G53005300721081,530530721081,53,53,72108,1,827,36,0,54,77,110,0,550,335,,235900
G53005300721082,530530721082,53,53,72108,2,798,34,36,0,18,16,41,653,619,776,169800
G53005300721083,530530721083,53,53,72108,3,673,124,27,30,27,0,83,382,314,888,182100
G53005300721084,530530721084,53,53,72108,4,2209,46,69,429,22,190,56,1397,913,1307,159900
G53005300721085,530530721085,53,53,72108,5,1103,0,262,0,0,0,0,841,381,1371,186300
G53005300721091,530530721091,53,53,72109,1,1531,25,9,32,9,66,17,1373,687,1207,296500
G53005300721092,530530721092,53,53,72109,2,1864,98,59,112,97,129,114,1255,913,1051,416300
G53005300721111,530530721111,53,53,72111,1,1679,94,137,203,30,36,154,1025,605,891,256400
G53005300721112,530530721112,53,53,72111,2,955,32,45,64,11,37,112,654,459,893,218500
G53005300721121,530530721121,53,53,72112,1,1960,71,90,0,15,65,54,1665,880,1029,226000
G53005300721122,530530721122,53,53,72112,2,1225,111,32,21,101,157,64,739,505,1350,217500
G53005300721123,530530721123,53,53,72112,3,1168,86,29,60,20,32,45,896,609,905,177200
G53005300723051,530530723051,53,53,72305,1,1292,145,15,151,16,189,0,776,627,1063,272700
G53005300723052,530530723052,53,53,72305,2,760,0,0,33,24,106,80,517,341,1925,268500
G53005300723053,530530723053,53,53,72305,3,1090,0,0,0,17,71,19,983,384,1281,245200
G53005300723054,530530723054,53,53,72305,4,860,0,0,0,112,0,63,685,316,,243700
G53005300723055,530530723055,53,53,72305,5,1402,82,30,16,0,130,76,1068,682,1003,292200
G53005300723056,530530723056,53,53,72305,6,539,0,69,18,40,34,13,365,258,,303900
G53005300723071,530530723071,53,53,72307,1,1849,180,195,294,198,99,82,801,927,873,251700
G53005300723072,530530723072,53,53,72307,2,672,0,0,0,0,9,0,663,268,,281000
G53005300723073,530530723073,53,53,72307,3,758,5,0,0,38,25,7,683,321,1339,260500
G53005300723074,530530723074,53,53,72307,4,1167,0,8,173,85,141,16,744,416,1230,259100
G53005300723081,530530723081,53,53,72308,1,1472,0,188,335,23,12,0,914,615,1137,418100
G53005300723082,530530723082,53,53,72308,2,1719,17,43,9,23,175,39,1413,585,1931,291600
G53005300723083,530530723083,53,53,72308,3,1266,12,101,0,216,0,0,937,562,1526,297200
G53005300723084,530530723084,53,53,72308,4,1411,236,13,0,101,0,117,944,508,882,376000
G53005300723085,530530723085,53,53,72308,5,1571,113,15,0,0,152,0,1291,609,,362200
G53005300723091,530530723091,53,53,72309,1,1606,61,32,7,20,20,0,1466,709,1904,410400
G53005300723092,530530723092,53,53,72309,2,2235,92,355,250,35,90,412,1001,777,1304,274400
G53005300723093,530530723093,53,53,72309,3,1211,187,28,114,40,44,71,727,629,1054,620800
G53005300723094,530530723094,53,53,72309,4,820,23,11,15,1,42,0,728,481,985,322400
G53005300723101,530530723101,53,53,72310,1,1200,60,27,69,48,53,0,943,453,1197,247600
G53005300723102,530530723102,53,53,72310,2,568,0,26,28,36,79,0,399,245,941,189000
G53005300723103,530530723103,53,53,72310,3,1902,56,194,29,51,56,60,1456,922,1064,238700
G53005300723111,530530723111,53,53,72311,1,1383,78,136,73,22,160,66,848,810,910,220600
G53005300723112,530530723112,53,53,72311,2,1135,181,81,109,121,88,73,482,438,930,177500
G53005300723113,530530723113,53,53,72311,3,1864,49,76,115,68,37,5,1514,768,890,282400
G53005300723121,530530723121,53,53,72312,1,2368,73,9,0,111,20,162,1993,944,1766,265400
G53005300723122,530530723122,53,53,72312,2,1359,148,278,111,22,156,21,623,713,917,226300
G53005300723123,530530723123,53,53,72312,3,1408,22,342,333,0,187,82,442,727,750,154800
G53005300723131,530530723131,53,53,72313,1,1965,58,141,50,7,0,0,1709,832,1462,276600
G53005300723132,530530723132,53,53,72313,2,1624,64,76,6,48,98,64,1268,644,1425,267400
G53005300724051,530530724051,53,53,72405,1,1778,0,15,9,30,18,61,1645,774,1553,561300
G53005300724052,530530724052,53,53,72405,2,2335,52,15,19,48,106,22,2073,904,1120,478000
G53005300724061,530530724061,53,53,72406,1,2165,47,20,21,21,139,0,1917,764,,345500
G53005300724062,530530724062,53,53,72406,2,1828,0,0,69,15,182,0,1562,754,1452,341700
G53005300724063,530530724063,53,53,72406,3,2055,0,0,70,61,0,229,1695,767,1700,350500
G53005300724071,530530724071,53,53,72407,1,1853,246,4,19,81,233,0,1270,741,1184,272900
G53005300724072,530530724072,53,53,72407,2,1627,76,12,17,52,27,0,1443,965,1084,525000
G53005300724073,530530724073,53,53,72407,3,1136,62,11,0,38,38,0,987,455,998,315900
G53005300724081,530530724081,53,53,72408,1,1400,0,0,77,0,0,293,1030,529,,360900
G53005300724082,530530724082,53,53,72408,2,2010,205,66,27,13,76,224,1399,934,1415,323100
G53005300724083,530530724083,53,53,72408,3,1045,35,0,12,64,10,0,924,502,1075,406500
G53005300724084,530530724084,53,53,72408,4,1431,0,0,76,25,37,12,1281,566,1608,479800
G53005300724091,530530724091,53,53,72409,1,1433,40,10,6,14,14,0,1349,566,1247,401100
G53005300724092,530530724092,53,53,72409,2,1139,30,5,13,37,13,21,1020,445,1130,376800
G53005300724101,530530724101,53,53,72410,1,2043,50,66,12,178,11,21,1705,858,1036,415400
G53005300724102,530530724102,53,53,72410,2,1688,63,12,6,216,15,0,1376,687,,447400
G53005300725031,530530725031,53,53,72503,1,1613,68,40,9,28,30,16,1422,734,950,257000
G53005300725032,530530725032,53,53,72503,2,2834,285,64,145,89,74,41,2136,981,1326,262000
G53005300725041,530530725041,53,53,72504,1,2117,50,30,82,13,18,7,1917,852,1663,414900
G53005300725042,530530725042,53,53,72504,2,1943,88,168,35,45,0,0,1607,738,1568,425000
G53005300725051,530530725051,53,53,72505,1,1240,0,87,77,18,15,0,1043,530,1636,308200
G53005300725052,530530725052,53,53,72505,2,1494,28,15,0,12,0,73,1366,618,1183,372300
G53005300725053,530530725053,53,53,72505,3,3054,13,13,0,0,42,41,2945,1422,1282,346900
G53005300725054,530530725054,53,53,72505,4,1275,9,41,15,40,0,23,1147,490,,299600
G53005300725061,530530725061,53,53,72506,1,1008,106,90,0,21,121,21,649,452,1304,311300
G53005300725062,530530725062,53,53,72506,2,2107,67,40,181,6,60,39,1714,1074,2050,460500
G53005300725071,530530725071,53,53,72507,1,974,25,19,0,0,0,15,915,469,1026,589300
G53005300725072,530530725072,53,53,72507,2,1701,65,65,54,78,148,13,1278,1017,1112,472400
G53005300726011,530530726011,53,53,72601,1,2659,111,68,135,264,97,51,1933,967,1274,209900
G53005300726012,530530726012,53,53,72601,2,1185,39,72,65,18,52,56,883,549,,267700
G53005300726013,530530726013,53,53,72601,3,1590,60,166,26,63,61,60,1154,665,1220,241300
G53005300726021,530530726021,53,53,72602,1,982,10,11,5,49,52,0,855,411,,286300
G53005300726022,530530726022,53,53,72602,2,1776,19,116,53,159,171,100,1158,798,1109,286100
G53005300726023,530530726023,53,53,72602,3,1417,135,110,59,41,27,0,1045,998,1288,227900
G53005300726031,530530726031,53,53,72603,1,745,104,30,43,27,14,0,527,639,1032,321400
G53005300726032,530530726032,53,53,72603,2,710,0,0,105,0,0,0,605,400,,221800
G53005300726033,530530726033,53,53,72603,3,1053,13,47,109,0,32,114,738,1291,1011,244000
G53005300726034,530530726034,53,53,72603,4,1826,85,183,267,292,304,0,695,862,,147500
G53005300726035,530530726035,53,53,72603,5,169,169,0,0,0,0,0,0,13,,
G53005300728001,530530728001,53,53,72800,1,5454,110,157,0,268,275,81,4563,1999,1760,298500
G53005300728002,530530728002,53,53,72800,2,3738,213,90,23,55,123,0,3234,1492,1712,283200
G53005300729011,530530729011,53,53,72901,1,2845,71,81,157,290,438,167,1641,808,1450,
G53005300729031,530530729031,53,53,72903,1,1952,61,70,16,55,240,79,1431,576,1555,
G53005300729051,530530729051,53,53,72905,1,2259,41,171,206,125,451,77,1188,793,1439,
G53005300729052,530530729052,53,53,72905,2,1089,75,31,155,273,114,0,441,281,1353,
G53005300729053,530530729053,53,53,72905,3,2438,72,134,563,274,499,65,831,703,1404,
G53005300729061,530530729061,53,53,72906,1,11,0,0,0,0,0,0,11,8,,
G53005300729062,530530729062,53,53,72906,2,52,0,0,0,0,0,0,52,53,,
G53005300729071,530530729071,53,53,72907,1,1350,25,189,108,94,155,138,641,438,1373,
G53005300729072,530530729072,53,53,72907,2,4002,90,522,204,723,433,194,1836,1053,1428,
G53005300729073,530530729073,53,53,72907,3,0,0,0,0,0,0,0,0,0,,
G53005300730011,530530730011,53,53,73001,1,796,187,0,0,15,0,33,561,269,,181900
G53005300730012,530530730012,53,53,73001,2,1475,39,117,0,0,160,0,1159,372,1076,288400
G53005300730013,530530730013,53,53,73001,3,1839,173,117,0,33,117,51,1348,746,1434,268000
G53005300730014,530530730014,53,53,73001,4,1016,0,84,26,80,0,0,826,455,,349200
G53005300730015,530530730015,53,53,73001,5,944,18,154,31,52,38,31,620,492,,203800
G53005300730051,530530730051,53,53,73005,1,887,21,2,0,29,0,2,833,401,,233300
G53005300730052,530530730052,53,53,73005,2,1655,192,19,83,190,198,0,973,628,890,186400
G53005300730053,530530730053,53,53,73005,3,1370,326,280,0,31,101,0,632,502,878,258100
G53005300730054,530530730054,53,53,73005,4,1588,54,38,93,105,184,0,1114,598,500,233100
G53005300730061,530530730061,53,53,73006,1,2533,82,101,22,165,191,178,1794,1044,1271,251300
G53005300730062,530530730062,53,53,73006,2,1210,8,20,0,94,31,0,1057,442,,248400
G53005300731081,530530731081,53,53,73108,1,2073,0,558,227,63,147,0,1078,699,1250,150600
G53005300731082,530530731082,53,53,73108,2,3577,96,49,0,341,164,35,2892,1461,1597,186800
G53005300731083,530530731083,53,53,73108,3,2376,14,0,0,24,81,234,2023,702,1897,201900
G53005300731101,530530731101,53,53,73110,1,1591,43,22,43,86,21,56,1320,690,1153,246500
G53005300731102,530530731102,53,53,73110,2,1986,53,13,0,0,16,9,1895,680,,239000
G53005300731111,530530731111,53,53,73111,1,2265,238,168,11,21,288,0,1539,818,1215,208800
G53005300731112,530530731112,53,53,73111,2,1302,36,0,0,0,70,0,1196,431,,224700
G53005300731113,530530731113,53,53,73111,3,773,26,22,15,9,11,0,690,344,1016,186800
G53005300731131,530530731131,53,53,73113,1,1361,57,7,8,18,12,0,1259,543,1109,186200
G53005300731132,530530731132,53,53,73113,2,2557,54,136,0,0,133,292,1942,715,1893,227500
G53005300731133,530530731133,53,53,73113,3,2844,93,15,0,0,15,51,2670,1089,1680,242000
G53005300731141,530530731141,53,53,73114,1,2293,19,42,80,92,37,20,2003,884,1171,164000
G53005300731142,530530731142,53,53,73114,2,1827,88,74,311,15,118,194,1027,631,908,161500
G53005300731143,530530731143,53,53,73114,3,1374,63,155,44,132,7,64,909,442,1125,172000
G53005300731151,530530731151,53,53,73115,1,2059,42,24,126,48,175,123,1521,797,1310,214600
G53005300731152,530530731152,53,53,73115,2,1453,110,29,0,43,80,37,1154,528,1125,209600
G53005300731153,530530731153,53,53,73115,3,597,30,143,0,9,37,6,372,257,1120,134200
G53005300731161,530530731161,53,53,73116,1,2033,178,34,1,107,83,1,1629,757,1084,258500
G53005300731162,530530731162,53,53,73116,2,1502,67,44,104,16,265,26,980,631,807,222900
G53005300731171,530530731171,53,53,73117,1,2003,61,239,13,180,49,62,1399,702,1026,248700
G53005300731172,530530731172,53,53,73117,2,1767,63,65,153,196,58,38,1194,774,915,282800
G53005300731181,530530731181,53,53,73118,1,2002,1,40,11,43,9,147,1751,704,1672,266500
G53005300731182,530530731182,53,53,73118,2,2244,13,55,74,163,97,8,1834,930,808,258200
G53005300731191,530530731191,53,53,73119,1,1090,25,41,0,0,16,0,1008,441,867,237000
G53005300731192,530530731192,53,53,73119,2,1832,6,77,0,0,48,0,1701,895,1051,257800
G53005300731201,530530731201,53,53,73120,1,1960,112,40,240,119,95,128,1226,701,1118,252400
G53005300731202,530530731202,53,53,73120,2,2178,385,106,52,0,73,36,1526,692,965,205300
G53005300731211,530530731211,53,53,73121,1,2424,56,59,0,241,217,0,1851,788,1242,263200
G53005300731212,530530731212,53,53,73121,2,2366,6,0,0,7,21,0,2332,888,1456,243400
G53005300731221,530530731221,53,53,73122,1,1703,66,77,0,55,239,55,1211,591,1066,234100
G53005300731222,530530731222,53,53,73122,2,2735,140,71,0,10,204,32,2278,1022,1580,225300
G53005300731231,530530731231,53,53,73123,1,3256,20,33,7,3,62,0,3131,1023,,345200
G53005300731232,530530731232,53,53,73123,2,1843,130,6,341,29,71,97,1169,558,1402,269500
G53005300731241,530530731241,53,53,73124,1,1119,17,0,184,43,79,0,796,414,,176000
G53005300731242,530530731242,53,53,73124,2,2613,91,15,98,26,274,16,2093,842,1468,206600
G53005300731251,530530731251,53,53,73125,1,4127,294,14,0,171,108,67,3473,1650,1603,209600
G53005300731252,530530731252,53,53,73125,2,1762,101,161,18,0,40,0,1442,505,1380,243400
G53005300731253,530530731253,53,53,73125,3,3652,294,304,135,246,93,58,2522,1343,1233,200200
G53005300731261,530530731261,53,53,73126,1,4158,115,257,80,42,395,206,3063,1179,1239,207300
G53005300732001,530530732001,53,53,73200,1,1224,8,13,6,44,111,112,930,498,878,208500
G53005300732002,530530732002,53,53,73200,2,1013,35,45,21,34,1,0,877,502,1362,247000
G53005300732003,530530732003,53,53,73200,3,1241,98,93,0,92,30,94,834,575,770,229900
G53005300732004,530530732004,53,53,73200,4,2369,95,287,164,97,116,21,1589,1529,709,149600
G53005300733011,530530733011,53,53,73301,1,3497,85,344,239,293,94,163,2279,1305,956,246500
G53005300733012,530530733012,53,53,73301,2,781,29,65,13,108,120,50,396,383,664,245000
G53005300733013,530530733013,53,53,73301,3,198,0,0,0,0,0,0,198,126,,268300
G53005300733014,530530733014,53,53,73301,4,1208,295,11,78,51,49,27,697,620,852,214600
G53005300733021,530530733021,53,53,73302,1,1361,89,26,0,64,112,0,1070,613,794,207300
G53005300733022,530530733022,53,53,73302,2,1278,22,67,73,23,43,0,1050,623,1371,241300
G53005300733023,530530733023,53,53,73302,3,1146,34,20,0,17,17,9,1049,578,1085,213400
G53005300734041,530530734041,53,53,73404,1,1221,39,166,16,38,15,0,947,656,971,182900
G53005300734042,530530734042,53,53,73404,2,727,102,90,91,20,42,0,382,410,950,177500
G53005300734043,530530734043,53,53,73404,3,724,19,16,41,0,26,0,622,375,797,249300
G53005300734044,530530734044,53,53,73404,4,946,0,72,47,0,31,27,769,460,1556,233500
G53005300734045,530530734045,53,53,73404,5,1884,80,34,72,60,61,0,1577,727,1221,340700
G53005300734051,530530734051,53,53,73405,1,1847,215,74,120,25,37,46,1330,826,1017,223200
G53005300734052,530530734052,53,53,73405,2,1560,130,83,23,44,192,48,1040,764,957,241500
G53005300734061,530530734061,53,53,73406,1,1874,35,152,0,19,2,0,1666,609,1168,323800
G53005300734062,530530734062,53,53,73406,2,1326,12,52,26,61,34,89,1052,469,886,217300
G53005300734063,530530734063,53,53,73406,3,2171,99,342,38,196,95,34,1367,1145,1127,9999
G53005300734071,530530734071,53,53,73407,1,1295,34,56,0,15,217,14,959,561,958,222800
G53005300734072,530530734072,53,53,73407,2,1036,60,41,119,180,17,0,619,428,947,218400
G53005300734073,530530734073,53,53,73407,3,1465,53,83,63,50,71,0,1145,621,888,265300
G53005300734081,530530734081,53,53,73408,1,2097,119,151,96,58,228,69,1376,732,1098,224800
G53005300734082,530530734082,53,53,73408,2,975,0,33,65,9,15,106,747,457,1400,233800
G53005300734083,530530734083,53,53,73408,3,971,134,28,9,88,173,24,515,501,885,225800
G53005300735001,530530735001,53,53,73500,1,1382,29,25,1,3,89,23,1212,540,826,356700
G53005300735002,530530735002,53,53,73500,2,1419,156,70,15,18,32,24,1104,542,779,308900
G53005300735003,530530735003,53,53,73500,3,945,14,31,18,0,0,0,882,468,1067,317200
G53005300735004,530530735004,53,53,73500,4,917,17,0,0,52,0,0,848,348,,348200
G53005300735005,530530735005,53,53,73500,5,1095,6,0,178,0,323,0,588,408,1343,199600
G53005300735006,530530735006,53,53,73500,6,1449,132,53,0,0,191,0,1073,560,1263,307100
G53005309400011,530539400011,53,53,940001,1,1425,31,31,20,8,44,38,1253,602,1240,378300
G53005309400012,530539400012,53,53,940001,2,1257,14,27,7,57,71,2,1079,590,1113,430000
G53005309400021,530539400021,53,53,940002,1,1449,34,163,78,32,77,24,1041,510,978,333800
G53005309400022,530539400022,53,53,940002,2,1083,64,183,16,43,57,21,699,475,836,203100
G53005309400023,530539400023,53,53,940002,3,1204,113,51,30,21,116,22,851,451,1281,248000
